-3.00;-21.00;232.00;
4.00;-26.00;234.00;
-4.00;-23.00;230.00;
-19.00;-14.00;233.00;
-5.00;-22.00;234.00;
-5.00;-21.00;234.00;
-5.00;-22.00;235.00;
-4.00;-22.00;235.00;
-7.00;-21.00;234.00;
-3.00;-22.00;233.00;
-3.00;-22.00;234.00;
-5.00;-22.00;234.00;
-5.00;-20.00;234.00;
-5.00;-22.00;234.00;
-5.00;-21.00;234.00;
-6.00;-21.00;233.00;
-4.00;-21.00;235.00;
-4.00;-21.00;233.00;
-2.00;-21.00;235.00;
-4.00;-23.00;233.00;
-5.00;-22.00;234.00;
-3.00;-21.00;234.00;
-1.00;-19.00;234.00;
-4.00;-25.00;236.00;
-3.00;-22.00;234.00;
-3.00;-22.00;233.00;
-6.00;-21.00;234.00;
-3.00;-21.00;235.00;
-3.00;-22.00;233.00;
-4.00;-22.00;233.00;
-3.00;-22.00;235.00;
-5.00;-20.00;234.00;
-3.00;-20.00;233.00;
-4.00;-21.00;233.00;
-4.00;-21.00;233.00;
-4.00;-20.00;234.00;
-5.00;-21.00;233.00;
-3.00;-23.00;232.00;
-2.00;-23.00;237.00;
-1.00;-23.00;235.00;
-2.00;-21.00;234.00;
-1.00;-23.00;235.00;
-2.00;-22.00;235.00;
-2.00;-21.00;234.00;
-2.00;-20.00;234.00;
-2.00;-21.00;233.00;
-2.00;-21.00;234.00;
-1.00;-22.00;233.00;
-1.00;-22.00;233.00;
-3.00;-22.00;235.00;
-3.00;-22.00;233.00;
-2.00;-22.00;233.00;
-1.00;-23.00;233.00;
-3.00;-23.00;232.00;
-2.00;-22.00;234.00;
-2.00;-21.00;233.00;
-1.00;-22.00;233.00;
-2.00;-21.00;233.00;
-4.00;-23.00;235.00;
-1.00;-22.00;233.00;
-1.00;-23.00;233.00;
-3.00;-22.00;233.00;
-1.00;-21.00;235.00;
-2.00;-21.00;235.00;
-2.00;-21.00;234.00;
-2.00;-22.00;234.00;
-2.00;-23.00;234.00;
-1.00;-21.00;233.00;
-1.00;-22.00;234.00;
-1.00;-22.00;233.00;
-2.00;-22.00;233.00;
-2.00;-22.00;233.00;
-3.00;-22.00;233.00;
-1.00;-21.00;235.00;
-2.00;-21.00;232.00;
-3.00;-21.00;234.00;
-2.00;-23.00;234.00;
-3.00;-20.00;234.00;
0.00;-22.00;232.00;
-2.00;-21.00;234.00;
-1.00;-21.00;234.00;
-2.00;-22.00;235.00;
-1.00;-21.00;234.00;
-3.00;-22.00;233.00;
-1.00;-22.00;234.00;
-1.00;-21.00;234.00;
-1.00;-22.00;233.00;
-2.00;-21.00;235.00;
-2.00;-21.00;234.00;
-1.00;-22.00;233.00;
-1.00;-21.00;233.00;
-1.00;-23.00;233.00;
-1.00;-21.00;233.00;
-2.00;-23.00;233.00;
-2.00;-22.00;233.00;
-2.00;-21.00;234.00;
-2.00;-21.00;234.00;
-2.00;-22.00;234.00;
-2.00;-22.00;233.00;
-2.00;-21.00;234.00;
-1.00;-22.00;233.00;
-3.00;-22.00;233.00;
-1.00;-22.00;234.00;
-2.00;-22.00;233.00;
-2.00;-21.00;234.00;
-4.00;-22.00;234.00;
-2.00;-21.00;234.00;
-2.00;-22.00;233.00;
-2.00;-21.00;234.00;
-1.00;-23.00;233.00;
-1.00;-22.00;235.00;
-2.00;-23.00;234.00;
-1.00;-23.00;232.00;
-2.00;-21.00;234.00;
-3.00;-21.00;234.00;
-2.00;-21.00;234.00;
-1.00;-22.00;234.00;
-1.00;-21.00;234.00;
-2.00;-22.00;234.00;
-3.00;-23.00;234.00;
-2.00;-22.00;233.00;
-1.00;-22.00;236.00;
-2.00;-20.00;233.00;
-2.00;-22.00;231.00;
-2.00;-23.00;234.00;
-2.00;-22.00;233.00;
0.00;-22.00;236.00;
-2.00;-25.00;238.00;
-4.00;-19.00;231.00;
-2.00;-22.00;234.00;
8.00;-22.00;240.00;
0.00;-31.00;244.00;
0.00;-27.00;246.00;
13.00;-27.00;252.00;
30.00;-18.00;253.00;
36.00;-10.00;236.00;
46.00;-5.00;227.00;
68.00;-26.00;254.00;
86.00;-37.00;250.00;
89.00;-27.00;229.00;
116.00;-28.00;188.00;
119.00;-19.00;183.00;
134.00;-34.00;189.00;
166.00;-26.00;180.00;
162.00;2.00;170.00;
164.00;-13.00;180.00;
172.00;-4.00;164.00;
165.00;-9.00;118.00;
179.00;-32.00;94.00;
207.00;-19.00;113.00;
215.00;0.00;123.00;
228.00;0.00;90.00;
237.00;-2.00;93.00;
241.00;-10.00;84.00;
239.00;-3.00;68.00;
237.00;-6.00;61.00;
240.00;-7.00;54.00;
252.00;-17.00;44.00;
251.00;1.00;28.00;
249.00;-13.00;21.00;
256.00;-16.00;26.00;
272.00;-9.00;27.00;
270.00;2.00;22.00;
263.00;6.00;3.00;
265.00;7.00;-1.00;
273.00;12.00;-4.00;
272.00;5.00;-11.00;
261.00;1.00;-17.00;
255.00;-1.00;-23.00;
253.00;4.00;-17.00;
259.00;3.00;-16.00;
261.00;4.00;-8.00;
259.00;6.00;-2.00;
259.00;0.00;-11.00;
258.00;-8.00;-20.00;
263.00;-10.00;-19.00;
260.00;-7.00;-9.00;
260.00;-4.00;3.00;
261.00;-1.00;6.00;
262.00;-3.00;-8.00;
269.00;-4.00;-8.00;
268.00;-6.00;-1.00;
261.00;-12.00;-4.00;
264.00;-5.00;-1.00;
259.00;-2.00;-8.00;
263.00;-6.00;-17.00;
261.00;-8.00;-16.00;
261.00;-2.00;-7.00;
256.00;-2.00;-7.00;
258.00;-2.00;-14.00;
263.00;0.00;-14.00;
262.00;1.00;-14.00;
258.00;0.00;-10.00;
258.00;1.00;-10.00;
256.00;4.00;-15.00;
258.00;2.00;-20.00;
259.00;4.00;-14.00;
259.00;0.00;-15.00;
261.00;1.00;-15.00;
261.00;4.00;-16.00;
261.00;1.00;-16.00;
262.00;2.00;-16.00;
261.00;3.00;-13.00;
254.00;2.00;-18.00;
254.00;1.00;-17.00;
258.00;3.00;-12.00;
261.00;5.00;-18.00;
259.00;1.00;-22.00;
