-6.00;-8.00;235.00;
-6.00;-8.00;235.00;
-5.00;-9.00;236.00;
-7.00;-7.00;234.00;
-8.00;-7.00;234.00;
-6.00;-9.00;235.00;
-6.00;-7.00;235.00;
-7.00;-8.00;235.00;
-6.00;-8.00;237.00;
-7.00;-6.00;234.00;
-6.00;-8.00;235.00;
-6.00;-7.00;232.00;
-8.00;-9.00;234.00;
-4.00;-10.00;233.00;
-6.00;-8.00;235.00;
-7.00;-8.00;233.00;
-6.00;-9.00;235.00;
-6.00;-8.00;234.00;
-5.00;-10.00;236.00;
-6.00;-8.00;232.00;
-6.00;-10.00;234.00;
-6.00;-9.00;236.00;
-6.00;-8.00;234.00;
-7.00;-9.00;235.00;
-7.00;-9.00;235.00;
-6.00;-9.00;235.00;
-6.00;-8.00;235.00;
-6.00;-8.00;235.00;
-5.00;-9.00;234.00;
-6.00;-9.00;234.00;
-8.00;-8.00;236.00;
-6.00;-8.00;232.00;
-5.00;-9.00;234.00;
-6.00;-10.00;232.00;
-7.00;-6.00;234.00;
-8.00;-9.00;234.00;
-6.00;-11.00;234.00;
-5.00;-9.00;236.00;
-7.00;-9.00;236.00;
-9.00;-9.00;237.00;
-12.00;-2.00;241.00;
-17.00;1.00;234.00;
-13.00;-10.00;239.00;
-18.00;-27.00;226.00;
33.00;-7.00;233.00;
18.00;-7.00;237.00;
-8.00;-11.00;242.00;
-35.00;-4.00;232.00;
-28.00;-17.00;230.00;
-25.00;-21.00;229.00;
3.00;-13.00;234.00;
5.00;-1.00;239.00;
3.00;-5.00;237.00;
-4.00;-15.00;233.00;
-18.00;-15.00;231.00;
-12.00;-12.00;234.00;
-3.00;-8.00;233.00;
4.00;-13.00;234.00;
-2.00;-10.00;235.00;
-9.00;-12.00;233.00;
-12.00;-13.00;236.00;
-5.00;-15.00;234.00;
-1.00;-10.00;236.00;
-1.00;-10.00;235.00;
-5.00;-12.00;235.00;
-9.00;-14.00;234.00;
-3.00;-12.00;235.00;
-2.00;-10.00;234.00;
-3.00;-10.00;231.00;
-7.00;-9.00;232.00;
-4.00;-12.00;238.00;
-4.00;-11.00;234.00;
-4.00;-12.00;233.00;
-1.00;-13.00;239.00;
-3.00;-12.00;238.00;
-1.00;-13.00;241.00;
-4.00;-22.00;233.00;
2.00;-13.00;235.00;
0.00;-5.00;235.00;
-5.00;-12.00;235.00;
-5.00;-15.00;236.00;
-8.00;-14.00;235.00;
-3.00;-10.00;237.00;
-2.00;-11.00;234.00;
-5.00;-15.00;236.00;
-7.00;-10.00;235.00;
-7.00;-8.00;236.00;
-4.00;-11.00;239.00;
-1.00;-17.00;234.00;
-6.00;-7.00;235.00;
-1.00;-11.00;236.00;
1.00;-26.00;234.00;
-4.00;-13.00;254.00;
-5.00;5.00;240.00;
-8.00;-9.00;236.00;
-7.00;-12.00;244.00;
-11.00;-16.00;258.00;
-17.00;-16.00;265.00;
-18.00;-20.00;289.00;
-41.00;-14.00;239.00;
-48.00;-12.00;228.00;
-73.00;-25.00;209.00;
-73.00;5.00;204.00;
-79.00;9.00;236.00;
-101.00;-4.00;232.00;
-128.00;10.00;192.00;
-140.00;6.00;182.00;
-146.00;3.00;192.00;
-159.00;-25.00;157.00;
-171.00;-20.00;148.00;
-183.00;-8.00;137.00;
-190.00;6.00;139.00;
-189.00;-9.00;144.00;
-196.00;-15.00;145.00;
-204.00;-3.00;124.00;
-205.00;10.00;136.00;
-209.00;-5.00;154.00;
-209.00;-8.00;138.00;
-216.00;2.00;97.00;
-222.00;-3.00;83.00;
-232.00;1.00;80.00;
-232.00;1.00;93.00;
-231.00;0.00;108.00;
-230.00;0.00;129.00;
