-3.00;-21.00;235.00;
-2.00;-20.00;235.00;
-6.00;-27.00;235.00;
-5.00;-26.00;235.00;
-9.00;-24.00;234.00;
-10.00;-25.00;235.00;
-3.00;-20.00;234.00;
-3.00;-19.00;235.00;
-6.00;-24.00;235.00;
-21.00;-34.00;234.00;
-5.00;-21.00;238.00;
4.00;-13.00;237.00;
-2.00;-22.00;233.00;
-4.00;-19.00;234.00;
-6.00;-21.00;234.00;
1.00;-19.00;238.00;
-4.00;-17.00;234.00;
15.00;-13.00;230.00;
1.00;-27.00;237.00;
-30.00;-28.00;232.00;
-7.00;-23.00;241.00;
-7.00;-29.00;230.00;
-14.00;-35.00;228.00;
-7.00;-8.00;238.00;
17.00;-7.00;238.00;
11.00;18.00;222.00;
9.00;-40.00;220.00;
-18.00;-30.00;240.00;
-25.00;-15.00;227.00;
-16.00;-20.00;234.00;
-6.00;7.00;222.00;
-10.00;-17.00;231.00;
-13.00;-20.00;234.00;
12.00;-43.00;234.00;
-3.00;-19.00;233.00;
4.00;-29.00;234.00;
14.00;-40.00;230.00;
19.00;-42.00;238.00;
-15.00;-7.00;229.00;
0.00;-17.00;235.00;
16.00;-6.00;236.00;
6.00;-11.00;230.00;
-4.00;-21.00;238.00;
-9.00;-27.00;231.00;
-11.00;-32.00;233.00;
0.00;-23.00;234.00;
-1.00;-31.00;235.00;
1.00;-18.00;240.00;
0.00;-18.00;234.00;
-10.00;-11.00;232.00;
-13.00;-7.00;234.00;
-6.00;-14.00;234.00;
-3.00;-20.00;226.00;
-2.00;-19.00;225.00;
0.00;-18.00;232.00;
-11.00;-4.00;238.00;
-9.00;-12.00;236.00;
-6.00;-15.00;241.00;
-1.00;-18.00;231.00;
-9.00;-14.00;236.00;
-47.00;8.00;225.00;
-76.00;-29.00;234.00;
-18.00;-9.00;219.00;
39.00;22.00;228.00;
4.00;-29.00;234.00;
-3.00;-17.00;224.00;
-22.00;0.00;241.00;
-6.00;-21.00;239.00;
-3.00;-21.00;232.00;
-13.00;-11.00;233.00;
-1.00;-23.00;233.00;
-2.00;-21.00;233.00;
-2.00;-23.00;234.00;
-1.00;-22.00;233.00;
-4.00;-22.00;237.00;
-4.00;-30.00;263.00;
-6.00;-37.00;245.00;
-8.00;1.00;245.00;
