-25.00;-19.00;233.00;
-26.00;-18.00;234.00;
-26.00;-19.00;234.00;
511.00;511.00;-512.00;
463.00;455.00;484.00;
-26.00;-20.00;235.00;
-26.00;-19.00;236.00;
-25.00;-19.00;233.00;
-26.00;-19.00;234.00;
-25.00;-19.00;235.00;
-26.00;-19.00;235.00;
-26.00;-19.00;233.00;
-26.00;-19.00;235.00;
-25.00;-19.00;235.00;
-27.00;-19.00;235.00;
-25.00;-18.00;235.00;
-26.00;-18.00;235.00;
-28.00;-17.00;234.00;
-27.00;-19.00;234.00;
-26.00;-19.00;235.00;
-27.00;-18.00;234.00;
-26.00;-19.00;234.00;
-26.00;-20.00;234.00;
-26.00;-18.00;233.00;
-25.00;-19.00;236.00;
-26.00;-20.00;234.00;
-25.00;-19.00;234.00;
-25.00;-19.00;234.00;
-25.00;-18.00;235.00;
-25.00;-20.00;235.00;
-25.00;-18.00;233.00;
-25.00;-20.00;233.00;
-25.00;-18.00;234.00;
-26.00;-19.00;234.00;
-24.00;-19.00;234.00;
-26.00;-18.00;234.00;
-14.00;-12.00;236.00;
-13.00;-8.00;238.00;
-40.00;-21.00;239.00;
-46.00;-43.00;230.00;
-39.00;-20.00;218.00;
-23.00;-23.00;241.00;
-28.00;-24.00;232.00;
-23.00;-20.00;238.00;
-28.00;-19.00;231.00;
-25.00;-19.00;233.00;
-26.00;-20.00;233.00;
-25.00;-19.00;233.00;
-26.00;-20.00;233.00;
-26.00;-19.00;232.00;
-26.00;-21.00;231.00;
-28.00;-13.00;219.00;
-10.00;-15.00;248.00;
-8.00;-14.00;230.00;
-36.00;-9.00;249.00;
-39.00;-26.00;217.00;
-39.00;-39.00;237.00;
-35.00;-22.00;218.00;
-26.00;-23.00;241.00;
-31.00;-23.00;229.00;
-27.00;-22.00;234.00;
-27.00;-21.00;234.00;
-27.00;-22.00;233.00;
-30.00;-23.00;238.00;
-29.00;-21.00;229.00;
-28.00;-21.00;232.00;
-30.00;-20.00;227.00;
-28.00;-20.00;233.00;
-30.00;-21.00;231.00;
-30.00;-22.00;233.00;
-29.00;-21.00;234.00;
-29.00;-21.00;231.00;
-28.00;-21.00;233.00;
-29.00;-21.00;231.00;
-28.00;-22.00;232.00;
-29.00;-24.00;233.00;
-29.00;-23.00;231.00;
-29.00;-24.00;232.00;
-26.00;-20.00;232.00;
-28.00;-26.00;237.00;
-26.00;-23.00;240.00;
-23.00;-34.00;237.00;
-39.00;-25.00;251.00;
-36.00;-14.00;237.00;
-36.00;-21.00;233.00;
0.00;-21.00;227.00;
-19.00;-18.00;234.00;
